True_x,Input_y,Predicted_x
72.1569,1100.6916,71.40174865722656
72.1569,1100.711,71.40705108642578
72.1569,1100.7601,71.42047882080078
72.1569,1100.817,71.43603515625
72.1569,1100.6965,71.40309143066406
72.1569,1100.8487,71.4447021484375
72.1569,1100.6771,71.39778900146484
72.1569,1100.7697,71.423095703125
72.1569,1100.7298,71.41218566894531
79.6078,1124.6683,78.77741241455078
79.6078,1124.5383,78.73445892333984
79.6078,1124.6619,78.77528381347656
79.6078,1124.7206,78.794677734375
79.6078,1124.4913,78.71893310546875
79.6078,1124.6199,78.76141357421875
79.6078,1124.5209,78.72870635986328
79.6078,1124.8016,78.82144165039062
79.6078,1124.4366,78.70086669921875
79.6078,1124.6416,78.76858520507812
79.6078,1124.6374,78.76719665527344
79.6078,1124.6637,78.77588653564453
79.6078,1124.5744,78.74639129638672
79.6078,1124.5839,78.74951171875
79.6078,1124.4052,78.69048309326172
79.6078,1124.6638,78.77591705322266
79.6078,1124.5709,78.74522399902344
79.6078,1124.5972,78.75392150878906
79.6078,1124.5916,78.75206756591797
79.6078,1124.573,78.74593353271484
79.6078,1124.3829,78.68312072753906
79.6078,1124.6478,78.77061462402344
79.6078,1124.7004,78.78799438476562
79.6078,1124.5419,78.73564147949219
79.6078,1124.4779,78.71449279785156
79.6078,1124.5265,78.73055267333984
79.6078,1124.5957,78.75340270996094
79.6078,1124.6074,78.75729370117188
79.6078,1124.3993,78.68855285644531
79.6078,1124.5743,78.74635314941406
79.6078,1124.6087,78.7577133178711
79.6078,1124.6379,78.7673568725586
79.6078,1124.5509,78.73861694335938
79.6078,1124.464,78.70991516113281
79.6078,1124.4427,78.70289611816406
79.6078,1124.5485,78.7378158569336
79.6078,1124.6212,78.7618408203125
79.6078,1124.6737,78.77918243408203
79.6078,1124.632,78.7654037475586
79.6078,1124.5986,78.75437927246094
79.6078,1124.4682,78.71129608154297
79.6078,1124.5724,78.74573516845703
79.6078,1124.6441,78.76940155029297
79.6078,1124.7345,78.79927062988281
79.6078,1124.5663,78.74369812011719
79.6078,1124.5077,78.72435760498047
79.6078,1124.6116,78.75868225097656
79.6078,1124.6618,78.7752456665039
79.6078,1124.5008,78.72207641601562
79.6078,1124.6243,78.76287841796875
87.0588,1148.0998,86.51771545410156
87.0588,1148.1202,86.52445983886719
87.0588,1148.0709,86.5081558227539
87.0588,1148.0414,86.49842071533203
87.0588,1148.1422,86.5317153930664
87.0588,1148.0952,86.5162124633789
87.0588,1148.1879,86.54681396484375
87.0588,1147.9208,86.45858764648438
87.0588,1148.0788,86.51078033447266
87.0588,1148.017,86.49037170410156
87.0588,1148.1444,86.53244018554688
87.0588,1148.0978,86.51705169677734
87.0588,1148.2437,86.56525421142578
87.0588,1148.0191,86.49104309082031
87.0588,1148.038,86.49729919433594
87.0588,1148.1198,86.52432250976562
87.0588,1147.972,86.47550201416016
87.0588,1148.1459,86.532958984375
87.0588,1148.0281,86.4940414428711
87.0588,1148.1168,86.52333068847656
87.0588,1148.0693,86.50765228271484
87.0588,1148.1446,86.53251647949219
87.0588,1148.1323,86.52847290039062
87.0588,1148.1346,86.52922058105469
87.0588,1148.1164,86.52320098876953
87.0588,1148.1047,86.51934051513672
87.0588,1148.0776,86.51038360595703
87.0588,1148.1022,86.51850128173828
87.0588,1148.1122,86.52182006835938
87.0588,1147.8651,86.44019317626953
87.0588,1148.0397,86.49786376953125
87.0588,1148.1608,86.53787231445312
87.0588,1148.0251,86.4930419921875
87.0588,1148.1633,86.53868865966797
87.0588,1148.1152,86.5228271484375
87.0588,1147.98,86.4781265258789
87.0588,1147.9937,86.482666015625
87.0588,1148.0657,86.5064468383789
87.0588,1148.1865,86.54634857177734
87.0588,1148.1269,86.52666473388672
87.0588,1148.2675,86.57310485839844
87.0588,1147.9825,86.47896575927734
87.0588,1148.0499,86.501220703125
87.0588,1148.0988,86.51738739013672
87.0588,1148.1776,86.54341888427734
87.0588,1148.0948,86.51604461669922
87.0588,1148.1373,86.53009796142578
87.0588,1148.0681,86.50724792480469
87.0588,1148.0079,86.48735046386719
87.0588,1147.9608,86.4718017578125
94.5098,1171.3061,94.18363952636719
94.5098,1171.2579,94.16771697998047
94.5098,1171.155,94.13372039794922
94.5098,1171.2962,94.18036651611328
94.5098,1171.2164,94.15401458740234
94.5098,1171.1651,94.1370620727539
94.5098,1171.1325,94.12629699707031
94.5098,1171.1125,94.11968994140625
94.5098,1171.1923,94.14604187011719
94.5098,1171.2238,94.15645599365234
94.5098,1170.9692,94.07234954833984
94.5098,1171.1441,94.13013458251953
94.5098,1171.1656,94.13722229003906
94.5098,1171.2893,94.1781005859375
94.5098,1171.2599,94.16837310791016
94.5098,1171.1553,94.13381958007812
94.5098,1171.1794,94.14178466796875
94.5098,1171.1468,94.13102722167969
94.5098,1171.284,94.17634582519531
94.5098,1171.2621,94.16912078857422
94.5098,1171.1373,94.12787628173828
94.5098,1171.1573,94.13448333740234
94.5098,1171.0727,94.10652923583984
94.5098,1171.148,94.13143157958984
94.5098,1171.1982,94.14799499511719
94.5098,1171.0984,94.11502838134766
94.5098,1171.358,94.2007827758789
94.5098,1171.2658,94.17033386230469
94.5098,1171.2085,94.15139770507812
94.5098,1171.2019,94.14921569824219
94.5098,1171.1643,94.1368179321289
94.5098,1171.2357,94.16038513183594
94.5098,1171.2088,94.1515121459961
94.5098,1171.1003,94.11566162109375
94.5098,1171.187,94.144287109375
94.5098,1171.2905,94.17848205566406
94.5098,1171.1575,94.13456726074219
94.5098,1171.2266,94.1573715209961
94.5098,1171.0097,94.08573150634766
94.5098,1171.2127,94.15278625488281
94.5098,1171.2505,94.16527557373047
94.5098,1171.1754,94.14045715332031
94.5098,1171.2041,94.14993286132812
94.5098,1171.185,94.14362335205078
94.5098,1171.2331,94.15953826904297
94.5098,1171.2905,94.17848205566406
94.5098,1171.1093,94.11862182617188
94.5098,1171.1893,94.14506530761719
94.5098,1171.2951,94.18000793457031
94.5098,1171.2274,94.15763854980469
101.9608,1194.0595,101.69994354248047
101.9608,1193.8588,101.63365936279297
101.9608,1193.8596,101.63391876220703
101.9608,1193.8854,101.64246368408203
101.9608,1193.9012,101.64765167236328
101.9608,1193.8469,101.62972259521484
101.9608,1193.8419,101.62805938720703
101.9608,1193.9619,101.66771697998047
101.9608,1193.854,101.63206481933594
101.9608,1193.9182,101.65326690673828
101.9608,1193.9935,101.67815399169922
101.9608,1193.9048,101.64884948730469
101.9608,1194.0214,101.6873779296875
101.9608,1193.9225,101.65469360351562
101.9608,1193.7985,101.61373901367188
101.9608,1193.844,101.62876892089844
101.9608,1193.8827,101.64155578613281
101.9608,1193.7615,101.60151672363281
101.9608,1193.8612,101.63446044921875
101.9608,1193.8401,101.62748718261719
101.9608,1193.8077,101.61676788330078
101.9608,1193.8581,101.63343811035156
101.9608,1193.9353,101.65892791748047
101.9608,1193.7632,101.60206604003906
101.9608,1194.0111,101.68396759033203
101.9608,1193.8273,101.62325286865234
101.9608,1193.9417,101.66102600097656
101.9608,1194.0196,101.68677520751953
101.9608,1193.9465,101.6626205444336
101.9608,1193.8787,101.64022827148438
101.9608,1193.8594,101.63385009765625
101.9608,1193.9063,101.64933776855469
101.9608,1193.9212,101.65426635742188
101.9608,1193.8498,101.63068389892578
101.9608,1193.8642,101.63543701171875
101.9608,1193.9822,101.67440795898438
101.9608,1193.9733,101.67147827148438
101.9608,1193.8428,101.62837219238281
101.9608,1193.8462,101.62950134277344
101.9608,1193.8536,101.63194274902344
101.9608,1193.7945,101.6124267578125
101.9608,1193.9093,101.65033721923828
101.9608,1193.9601,101.66712188720703
101.9608,1193.7691,101.60401916503906
101.9608,1193.8176,101.62005615234375
101.9608,1193.9527,101.66468811035156
101.9608,1194.002,101.68093872070312
101.9608,1193.9327,101.65806579589844
101.9608,1193.9617,101.66764068603516
101.9608,1193.8799,101.64061737060547
109.4118,1216.1994,109.01361083984375
109.4118,1216.124,108.98870086669922
109.4118,1216.0933,108.97856140136719
109.4118,1216.1905,109.01066589355469
109.4118,1216.1406,108.99418640136719
109.4118,1216.1215,108.98787689208984
109.4118,1216.0737,108.97209167480469
109.4118,1216.0388,108.96054077148438
109.4118,1216.1787,109.00678253173828
109.4118,1216.0791,108.97388458251953
109.4118,1216.2835,109.04138946533203
109.4118,1216.2522,109.03104400634766
109.4118,1216.0426,108.96179962158203
109.4118,1216.0895,108.977294921875
109.4118,1216.4003,109.07996368408203
109.4118,1216.1849,109.00881958007812
109.4118,1216.0397,108.96084594726562
109.4118,1216.0588,108.96715545654297
109.4118,1216.2439,109.02830505371094
109.4118,1216.1138,108.98533630371094
109.4118,1216.15,108.99727630615234
109.4118,1216.0567,108.96647644042969
109.4118,1216.1503,108.99738311767578
109.4118,1216.1534,108.99842071533203
109.4118,1216.0615,108.96805572509766
109.4118,1216.1376,108.99319458007812
109.4118,1216.0684,108.97034454345703
109.4118,1216.1137,108.98529052734375
109.4118,1216.22,109.0204086303711
109.4118,1216.1975,109.0129623413086
109.4118,1216.2353,109.02546691894531
109.4118,1216.1411,108.99434661865234
109.4118,1216.1905,109.01066589355469
109.4118,1216.0567,108.96647644042969
109.4118,1216.1436,108.99517822265625
109.4118,1216.2041,109.01517486572266
109.4118,1216.3406,109.06023406982422
109.4118,1216.1533,108.9983901977539
109.4118,1216.1079,108.98339080810547
109.4118,1216.0687,108.9704360961914
109.4118,1216.0346,108.95917510986328
109.4118,1216.1119,108.98468780517578
109.4118,1216.2081,109.0164794921875
109.4118,1216.1092,108.98380279541016
109.4118,1216.1919,109.0111312866211
109.4118,1216.182,109.00786590576172
109.4118,1216.0951,108.97915649414062
109.4118,1216.1132,108.9851303100586
109.4118,1216.213,109.01810455322266
109.4118,1216.1939,109.01179504394531
116.8627,1238.0102,116.31502532958984
116.8627,1238.0248,116.32013702392578
116.8627,1238.0093,116.31468963623047
116.8627,1237.9646,116.29899597167969
116.8627,1237.9319,116.28751373291016
116.8627,1237.8505,116.2589111328125
116.8627,1238.2094,116.38499450683594
116.8627,1237.9591,116.29707336425781
116.8627,1238.0967,116.34539031982422
116.8627,1238.1164,116.35231018066406
116.8627,1237.8971,116.27527618408203
116.8627,1238.0828,116.34052276611328
116.8627,1237.9591,116.29707336425781
116.8627,1238.0988,116.34613037109375
116.8627,1237.8632,116.26337432861328
116.8627,1237.91,116.27981567382812
116.8627,1238.0235,116.3196792602539
116.8627,1237.8243,116.24971008300781
116.8627,1237.8427,116.25618743896484
116.8627,1238.0743,116.33753204345703
116.8627,1237.8386,116.2547378540039
116.8627,1237.932,116.28755187988281
116.8627,1238.0304,116.32211303710938
116.8627,1238.0453,116.32734680175781
116.8627,1238.1289,116.35671997070312
116.8627,1237.8008,116.24146270751953
116.8627,1238.0398,116.32540130615234
116.8627,1237.933,116.28790283203125
116.8627,1237.8835,116.2705078125
116.8627,1237.9635,116.29859161376953
116.8627,1238.0064,116.31368255615234
116.8627,1238.1318,116.35772705078125
116.8627,1237.959,116.29701232910156
116.8627,1237.9835,116.30561828613281
116.8627,1237.9357,116.2888412475586
116.8627,1237.9392,116.29007720947266
116.8627,1238.0504,116.3291244506836
116.8627,1238.036,116.32408142089844
116.8627,1237.8577,116.26145935058594
116.8627,1238.2762,116.40845489501953
116.8627,1237.9326,116.28775787353516
116.8627,1238.1187,116.35311126708984
116.8627,1237.9826,116.30531311035156
116.8627,1237.9358,116.28886413574219
116.8627,1238.0057,116.31344604492188
116.8627,1237.9452,116.29218292236328
116.8627,1238.0184,116.31790161132812
116.8627,1238.0964,116.34528350830078
116.8627,1238.0503,116.32909393310547
116.8627,1237.9191,116.28301239013672
124.3137,1259.3931,123.8260498046875
124.3137,1259.5808,123.89197540283203
124.3137,1259.4646,123.85116577148438
124.3137,1259.3599,123.81438446044922
124.3137,1259.5465,123.87992095947266
124.3137,1259.3808,123.82173919677734
124.3137,1259.5462,123.87984466552734
124.3137,1259.4021,123.82920837402344
124.3137,1259.3819,123.82211303710938
124.3137,1259.3481,123.81024169921875
124.3137,1259.4611,123.84993743896484
124.3137,1259.4233,123.83666229248047
124.3137,1259.5799,123.89166259765625
124.3137,1259.4559,123.8481216430664
124.3137,1259.4436,123.84378051757812
124.3137,1259.5622,123.88545227050781
124.3137,1259.3556,123.81287384033203
124.3137,1259.5669,123.88711547851562
124.3137,1259.4712,123.85348510742188
124.3137,1259.372,123.81864929199219
124.3137,1259.4601,123.84957885742188
124.3137,1259.523,123.8716812133789
124.3137,1259.5559,123.88323974609375
124.3137,1259.4346,123.84062194824219
124.3137,1259.4478,123.84526062011719
124.3137,1259.3807,123.82170104980469
124.3137,1259.5067,123.86595916748047
124.3137,1259.4794,123.85638427734375
124.3137,1259.3733,123.81910705566406
124.3137,1259.4536,123.84730529785156
124.3137,1259.5369,123.87655639648438
124.3137,1259.4419,123.84318542480469
124.3137,1259.2583,123.77869415283203
124.3137,1259.5849,123.89342498779297
124.3137,1259.4667,123.85191345214844
124.3137,1259.424,123.83690643310547
124.3137,1259.546,123.87974548339844
124.3137,1259.5313,123.87459564208984
124.3137,1259.4032,123.82960510253906
124.3137,1259.4988,123.8631820678711
124.3137,1259.4038,123.8298110961914
124.3137,1259.3989,123.82809448242188
124.3137,1259.5557,123.8831787109375
124.3137,1259.354,123.81230163574219
124.3137,1259.5214,123.87112426757812
124.3137,1259.3744,123.81949615478516
124.3137,1259.4709,123.85338592529297
124.3137,1259.4595,123.84938049316406
124.3137,1259.5222,123.87139129638672
124.3137,1259.3757,123.8199234008789
131.7647,1280.5578,131.2604522705078
131.7647,1280.5043,131.24163818359375
131.7647,1280.4269,131.2144775390625
131.7647,1280.3137,131.17469787597656
