0.000	306.738E-3
14.35E-12	306.678E-3
28.45E-12	306.618E-3
44.86E-12	306.549E-3
58.88E-12	306.521E-3
73.52E-12	306.630E-3
84.43E-12	306.891E-3
97.20E-12	307.507E-3
119.9E-12	309.748E-3
136.3E-12	312.396E-3
151.3E-12	315.632E-3
170.0E-12	320.833E-3
184.5E-12	325.766E-3
199.0E-12	331.496E-3
200.9E-12	332.302E-3
202.9E-12	333.164E-3
205.4E-12	334.261E-3
207.5E-12	335.192E-3
210.2E-12	336.349E-3
214.9E-12	338.385E-3
224.3E-12	342.456E-3
239.4E-12	348.956E-3
269.4E-12	361.939E-3
298.6E-12	374.534E-3
325.4E-12	386.077E-3
351.3E-12	397.193E-3
372.4E-12	406.235E-3
390.2E-12	413.898E-3
406.1E-12	420.703E-3
420.5E-12	426.853E-3
433.8E-12	432.556E-3
445.5E-12	437.574E-3
456.0E-12	442.043E-3
465.6E-12	446.151E-3
474.6E-12	450.010E-3
483.3E-12	453.720E-3
491.9E-12	457.360E-3
496.6E-12	459.379E-3
501.5E-12	461.480E-3
506.1E-12	463.446E-3
510.9E-12	465.483E-3
516.5E-12	467.868E-3
523.5E-12	470.828E-3
532.2E-12	474.536E-3
540.0E-12	477.846E-3
546.3E-12	480.542E-3
551.6E-12	482.788E-3
556.2E-12	484.738E-3
560.5E-12	486.569E-3
564.8E-12	488.384E-3
569.2E-12	490.282E-3
573.0E-12	491.894E-3
576.9E-12	493.532E-3
580.0E-12	494.861E-3
583.0E-12	496.108E-3
586.6E-12	497.635E-3
590.1E-12	499.115E-3
593.3E-12	500.487E-3
596.3E-12	501.783E-3
599.3E-12	503.018E-3
602.1E-12	504.216E-3
604.9E-12	505.418E-3
607.9E-12	506.670E-3
611.1E-12	508.032E-3
614.8E-12	509.616E-3
620.4E-12	511.956E-3
625.7E-12	514.207E-3
630.1E-12	516.073E-3
634.2E-12	517.791E-3
638.2E-12	519.512E-3
641.8E-12	521.034E-3
644.7E-12	522.263E-3
646.3E-12	522.911E-3
647.9E-12	523.597E-3
649.5E-12	524.278E-3
651.5E-12	525.125E-3
654.5E-12	526.384E-3
657.4E-12	527.614E-3
660.1E-12	528.737E-3
662.7E-12	529.869E-3
665.5E-12	531.031E-3
668.4E-12	532.265E-3
671.6E-12	533.628E-3
675.3E-12	535.157E-3
678.7E-12	536.616E-3
682.1E-12	538.020E-3
685.3E-12	539.404E-3
688.6E-12	540.795E-3
691.5E-12	541.984E-3
695.4E-12	543.639E-3
699.0E-12	545.150E-3
702.4E-12	546.612E-3
706.5E-12	548.334E-3
710.1E-12	549.845E-3
713.0E-12	551.062E-3
716.5E-12	552.531E-3
719.8E-12	553.921E-3
723.1E-12	555.316E-3
727.4E-12	557.115E-3
732.4E-12	559.211E-3
737.8E-12	561.503E-3
741.4E-12	562.977E-3
744.8E-12	564.416E-3
747.6E-12	565.601E-3
750.4E-12	566.793E-3
756.0E-12	569.121E-3
760.6E-12	571.038E-3
764.6E-12	572.747E-3
769.7E-12	574.866E-3
777.5E-12	578.140E-3
785.8E-12	581.618E-3
794.7E-12	585.321E-3
805.7E-12	589.944E-3
810.3E-12	591.879E-3
813.9E-12	593.373E-3
817.4E-12	594.838E-3
820.9E-12	596.293E-3
824.9E-12	597.977E-3
829.8E-12	600.020E-3
836.7E-12	602.880E-3
842.6E-12	605.320E-3
847.1E-12	607.234E-3
851.3E-12	608.972E-3
855.7E-12	610.804E-3
860.7E-12	612.895E-3
866.6E-12	615.348E-3
871.5E-12	617.387E-3
877.1E-12	619.693E-3
882.5E-12	621.966E-3
892.8E-12	626.261E-3
903.8E-12	630.814E-3
914.4E-12	635.233E-3
924.3E-12	639.326E-3
932.0E-12	642.551E-3
938.8E-12	645.380E-3
948.0E-12	649.182E-3
959.9E-12	654.086E-3
969.1E-12	657.930E-3
976.8E-12	661.097E-3
982.6E-12	663.499E-3
987.5E-12	665.499E-3
990.9E-12	666.907E-3
994.2E-12	668.277E-3
999.4E-12	670.459E-3
1.004E-9	672.222E-3
1.008E-9	673.820E-3
1.011E-9	675.288E-3
1.014E-9	676.670E-3
1.018E-9	678.079E-3
1.022E-9	679.647E-3
1.025E-9	680.883E-3
1.027E-9	681.822E-3
1.029E-9	682.775E-3
1.031E-9	683.577E-3
1.033E-9	684.395E-3
1.036E-9	685.391E-3
1.038E-9	686.290E-3
1.040E-9	687.212E-3
1.043E-9	688.434E-3
1.047E-9	690.269E-3
1.051E-9	691.748E-3
1.054E-9	693.138E-3
1.058E-9	694.598E-3
1.062E-9	696.150E-3
1.066E-9	697.883E-3
1.071E-9	699.891E-3
1.077E-9	702.303E-3
1.084E-9	705.215E-3
1.092E-9	708.569E-3
1.101E-9	712.558E-3
1.114E-9	717.524E-3
1.130E-9	724.080E-3
1.150E-9	732.581E-3
1.173E-9	741.991E-3
1.199E-9	752.383E-3
1.227E-9	764.093E-3
1.260E-9	777.167E-3
1.295E-9	791.647E-3
1.329E-9	805.398E-3
1.365E-9	819.933E-3
1.396E-9	832.016E-3
1.426E-9	844.172E-3
1.455E-9	855.609E-3
1.504E-9	875.077E-3
1.531E-9	886.053E-3
1.580E-9	905.353E-3
1.587E-9	907.997E-3
1.594E-9	910.618E-3
1.604E-9	914.618E-3
1.613E-9	918.338E-3
1.622E-9	921.569E-3
1.631E-9	925.141E-3
1.639E-9	928.415E-3
1.647E-9	931.608E-3
1.655E-9	934.695E-3
1.664E-9	938.127E-3
1.675E-9	942.394E-3
1.690E-9	948.098E-3
1.711E-9	956.141E-3
1.723E-9	960.814E-3
1.734E-9	965.185E-3
1.746E-9	969.633E-3
1.763E-9	976.494E-3
1.779E-9	982.554E-3
1.793E-9	987.623E-3
1.807E-9	993.097E-3
1.826E-9	1.00021
1.856E-9	1.01182
1.888E-9	1.02395
1.914E-9	1.03356
1.937E-9	1.04192
1.955E-9	1.04896
1.971E-9	1.05484
1.986E-9	1.06016
2.000E-9	1.06540
2.000E-9	1.06543
2.000E-9	1.06547
2.000E-9	1.06556
2.000E-9	1.06557
2.000E-9	1.06557
2.000E-9	1.06557
2.000E-9	1.06558
2.001E-9	1.06560
2.001E-9	1.06563
2.001E-9	1.06571
2.001E-9	1.06577
2.001E-9	1.06578
2.001E-9	1.06580
2.001E-9	1.06583
2.001E-9	1.06589
2.002E-9	1.06603
2.002E-9	1.06629
2.003E-9	1.06663
2.005E-9	1.06710
2.007E-9	1.06786
2.010E-9	1.06893
2.013E-9	1.07017
2.017E-9	1.07172
2.023E-9	1.07392
2.031E-9	1.07686
2.037E-9	1.07887
2.043E-9	1.08110
2.048E-9	1.08291
2.052E-9	1.08445
2.056E-9	1.08595
2.061E-9	1.08753
2.064E-9	1.08883
2.068E-9	1.09021
2.071E-9	1.09131
2.074E-9	1.09225
2.077E-9	1.09332
2.080E-9	1.09457
2.084E-9	1.09589
2.087E-9	1.09719
2.091E-9	1.09861
2.095E-9	1.09997
